opp_id,lead_id,stage,arr_value,arr_imputed_flag,created_date,close_date,close_date_imputed_flag,days_in_stage,owner_id,close_probability,industry,company_size
OPP-0244,LD-0881,Closed Won,22200.0,0,2024-07-28,2024-10-14,0,5,REP-06,100,SaaS,1-10
OPP-0245,LD-0883,Closed Won,95700.0,0,2025-07-13,2025-12-12,0,5,REP-04,100,HealthTech,51-200
OPP-0246,LD-0888,Discovery,67000.0,0,2025-09-09,,0,13,REP-08,10,Professional Services,51-200
OPP-0247,LD-0889,Closed Won,25700.0,0,2026-05-12,2026-05-31,0,8,REP-04,100,SaaS,11-50
OPP-0248,LD-0891,Closed Won,29100.0,1,2025-11-11,2025-11-19,1,6,REP-02,100,SaaS,11-50
OPP-0249,LD-0892,Negotiation,26300.0,0,2024-07-02,,0,20,REP-02,71,Professional Services,11-50
OPP-0250,LD-0893,Proposal,38800.0,0,2025-11-19,,0,9,REP-08,50,E-Commerce,11-50
OPP-0251,LD-0903,Discovery,18200.0,0,2025-10-19,,0,7,REP-05,18,SaaS,1-10
OPP-0252,LD-0908,Evaluation,25200.0,0,2024-10-31,,0,23,REP-03,28,SaaS,1-10
OPP-0253,LD-0913,Closed Won,25800.0,0,2026-02-20,2026-03-20,0,11,REP-06,100,HealthTech,11-50
OPP-0254,LD-0920,Proposal,24000.0,0,2025-09-10,,0,24,REP-05,64,E-Commerce,11-50
OPP-0255,LD-0922,Closed Won,18400.0,0,2026-05-22,2026-05-31,0,8,REP-01,100,SaaS,1-10
OPP-0256,LD-0927,Closed Won,9100.0,0,2025-07-14,2025-09-21,0,11,REP-06,100,E-Commerce,1-10
OPP-0257,LD-0931,Closed Won,48300.0,0,2025-06-15,2025-10-17,0,9,REP-01,100,E-Commerce,51-200
OPP-0258,LD-0935,Closed Won,58300.0,0,2026-05-13,2026-05-31,0,5,REP-02,100,E-Commerce,51-200
OPP-0259,LD-0944,Closed Won,168000.0,0,2025-08-16,2025-12-06,0,5,REP-06,100,SaaS,1000+
OPP-0260,LD-0945,Negotiation,51600.0,0,2024-06-20,,0,26,REP-04,84,FinTech,51-200
OPP-0261,LD-0946,Evaluation,127300.0,0,2025-12-20,,0,15,REP-02,31,FinTech,201-1000
OPP-0262,LD-0948,Closed Lost,165400.0,0,2026-02-19,2026-05-31,0,23,REP-01,0,Manufacturing,201-1000
OPP-0263,LD-0957,Closed Lost,125200.0,0,2025-11-29,2026-01-18,0,6,REP-05,0,SaaS,201-1000
OPP-0264,LD-0958,Proposal,27900.0,0,2024-11-04,,0,6,REP-06,53,SaaS,11-50
OPP-0265,LD-0960,Closed Lost,35000.0,0,2026-03-23,2026-05-31,0,15,REP-02,0,Professional Services,51-200
OPP-0266,LD-0963,Closed Lost,21100.0,0,2024-12-27,2025-05-27,0,3,REP-04,0,SaaS,11-50
OPP-0267,LD-0973,Negotiation,40300.0,0,2024-09-09,,0,12,REP-03,74,SaaS,11-50
OPP-0268,LD-0979,Closed Won,142000.0,0,2024-12-18,2025-03-29,0,6,REP-08,100,E-Commerce,201-1000
OPP-0269,LD-0980,Closed Won,66000.0,0,2025-09-15,2025-11-24,0,1,REP-07,100,Professional Services,201-1000
OPP-0270,LD-0983,Evaluation,23300.0,0,2025-11-05,,0,13,REP-03,25,SaaS,11-50
OPP-0271,LD-0984,Discovery,15000.0,0,2025-05-12,,0,13,REP-05,24,E-Commerce,1-10
OPP-0272,LD-0985,Proposal,29400.0,0,2025-01-08,,0,14,REP-08,61,SaaS,11-50
OPP-0273,LD-0986,Closed Won,58100.0,0,2026-05-07,2026-05-31,0,13,REP-03,100,SaaS,11-50
OPP-0274,LD-0997,Evaluation,12500.0,0,2026-01-15,,0,9,REP-02,31,E-Commerce,1-10
OPP-0275,LD-1000,Closed Won,35000.0,0,2026-01-07,2026-05-30,0,11,REP-03,100,SaaS,51-200
OPP-0276,LD-1006,Closed Won,30900.0,0,2024-10-18,2025-02-08,0,9,REP-05,100,Manufacturing,11-50
OPP-0277,LD-1009,Closed Won,40800.0,0,2026-02-15,2026-04-29,0,10,REP-08,100,SaaS,51-200
OPP-0278,LD-1012,Evaluation,40100.0,0,2025-12-12,,0,26,REP-03,36,Professional Services,51-200
OPP-0279,LD-1017,Proposal,33300.0,0,2025-02-28,,0,6,REP-01,52,Professional Services,11-50
OPP-0280,LD-1019,Evaluation,54500.0,0,2025-07-20,,0,29,REP-02,29,FinTech,51-200
OPP-0281,LD-1020,Evaluation,19100.0,0,2026-01-20,,0,16,REP-04,31,SaaS,11-50
OPP-0282,LD-1025,Discovery,78300.0,0,2024-11-20,,0,15,REP-01,11,FinTech,51-200
OPP-0283,LD-1027,Discovery,37600.0,0,2024-08-21,,0,8,REP-01,22,SaaS,11-50
OPP-0284,LD-1028,Evaluation,18500.0,0,2025-03-29,,0,18,REP-06,38,Manufacturing,11-50
OPP-0285,LD-1044,Negotiation,53800.0,0,2025-12-15,,0,33,REP-07,84,HealthTech,11-50
OPP-0286,LD-1052,Proposal,27800.0,0,2025-04-20,,0,29,REP-02,45,SaaS,11-50
OPP-0287,LD-1054,Evaluation,29200.0,0,2026-05-27,,0,32,REP-05,38,Manufacturing,1-10
OPP-0288,LD-1055,Closed Lost,171800.0,0,2026-04-03,2026-05-31,0,22,REP-05,0,E-Commerce,201-1000
OPP-0289,LD-1057,Negotiation,65900.0,1,2024-08-27,,0,27,REP-06,76,E-Commerce,51-200
OPP-0290,LD-1060,Closed Lost,13000.0,0,2025-07-04,2025-08-18,0,16,REP-08,0,SaaS,1-10
OPP-0291,LD-1064,Closed Won,26400.0,0,2024-08-11,2024-09-12,0,14,REP-08,100,Professional Services,1-10
OPP-0292,LD-1066,Discovery,31300.0,0,2025-02-16,,0,6,REP-03,19,HealthTech,11-50
OPP-0293,LD-1068,Closed Lost,22400.0,0,2025-11-09,2026-03-14,0,29,REP-08,0,SaaS,11-50
OPP-0294,LD-1069,Closed Lost,39800.0,0,2024-12-05,2025-02-26,0,20,REP-01,0,E-Commerce,11-50
OPP-0295,LD-1073,Closed Won,37000.0,0,2024-10-13,2024-10-21,1,9,REP-08,100,Manufacturing,11-50
OPP-0296,LD-1074,Negotiation,53300.0,0,2025-10-28,,0,29,REP-02,85,E-Commerce,11-50
OPP-0297,LD-1075,Proposal,206700.0,0,2024-11-29,,0,26,REP-01,53,Manufacturing,1000+
OPP-0298,LD-1077,Negotiation,54400.0,0,2024-08-20,,0,33,REP-01,67,FinTech,11-50
OPP-0299,LD-1078,Closed Won,24200.0,0,2025-07-05,2025-09-26,0,2,REP-01,100,E-Commerce,1-10
OPP-0300,LD-1088,Negotiation,43900.0,0,2026-01-10,,0,37,REP-04,65,HealthTech,11-50
OPP-0301,LD-1091,Discovery,37500.0,0,2026-01-22,,0,16,REP-06,17,Professional Services,11-50
OPP-0302,LD-1096,Discovery,109000.0,0,2025-03-20,,0,20,REP-06,12,SaaS,51-200
OPP-0303,LD-1104,Discovery,106700.0,0,2024-12-01,,0,20,REP-01,12,Manufacturing,51-200
OPP-0304,LD-1105,Evaluation,161900.0,0,2024-11-23,,0,34,REP-03,28,E-Commerce,201-1000
OPP-0305,LD-1106,Proposal,49900.0,0,2026-04-15,,0,6,REP-02,50,E-Commerce,11-50
OPP-0306,LD-1109,Closed Lost,41000.0,0,2024-10-18,2024-11-22,0,19,REP-02,0,SaaS,11-50
OPP-0307,LD-1119,Evaluation,13700.0,0,2024-09-19,,0,34,REP-06,27,SaaS,1-10
OPP-0308,LD-1121,Evaluation,100000.0,0,2025-05-17,,0,35,REP-06,35,SaaS,51-200
OPP-0309,LD-1128,Evaluation,8200.0,0,2024-11-13,,0,22,REP-02,38,SaaS,1-10
OPP-0310,LD-1130,Negotiation,126400.0,0,2025-09-17,,0,42,REP-03,71,Professional Services,1000+
OPP-0311,LD-1132,Closed Won,16900.0,0,2025-04-30,2025-07-12,0,13,REP-08,100,Professional Services,1-10
OPP-0312,LD-1134,Negotiation,41400.0,0,2024-10-28,,0,5,REP-05,67,SaaS,11-50
OPP-0313,LD-1136,Closed Lost,40200.0,0,2026-02-23,2026-05-31,0,27,REP-02,0,Manufacturing,11-50
OPP-0314,LD-1138,Closed Lost,11900.0,0,2025-02-09,2025-03-19,0,20,REP-08,0,SaaS,1-10
OPP-0315,LD-1144,Closed Lost,72600.0,0,2025-06-20,2025-08-25,0,18,REP-02,0,SaaS,201-1000
OPP-0316,LD-1146,Closed Won,86700.0,0,2025-04-11,2025-06-13,0,3,REP-03,100,E-Commerce,201-1000
OPP-0317,LD-1163,Proposal,15700.0,0,2026-03-10,,0,28,REP-06,57,SaaS,1-10
OPP-0318,LD-1167,Negotiation,15600.0,0,2025-12-16,,0,17,REP-05,66,SaaS,11-50
OPP-0319,LD-1172,Proposal,85400.0,0,2025-11-02,,0,15,REP-01,60,E-Commerce,51-200
OPP-0320,LD-1179,Closed Won,26100.0,0,2026-05-12,2026-05-31,0,5,REP-07,100,SaaS,11-50
OPP-0321,LD-1185,Discovery,15700.0,0,2025-05-28,,0,21,REP-02,16,SaaS,1-10
OPP-0322,LD-1187,Evaluation,15400.0,0,2026-05-23,,0,21,REP-06,33,E-Commerce,1-10
OPP-0323,LD-1188,Discovery,70900.0,0,2025-04-19,,0,5,REP-03,13,Manufacturing,51-200
OPP-0324,LD-1189,Closed Won,163200.0,0,2025-03-17,2025-08-12,0,1,REP-07,100,SaaS,201-1000
OPP-0325,LD-1190,Closed Won,42000.0,0,2026-01-09,2026-02-20,0,14,REP-08,100,FinTech,51-200
OPP-0326,LD-1207,Discovery,15500.0,0,2025-03-23,,0,7,REP-07,14,SaaS,1-10
OPP-0327,LD-1210,Negotiation,23200.0,0,2025-04-29,,0,36,REP-08,68,SaaS,1-10
OPP-0328,LD-1216,Proposal,17000.0,0,2026-05-07,,0,5,REP-05,56,Manufacturing,11-50
OPP-0329,LD-1219,Closed Won,52300.0,0,2026-06-06,2026-05-31,0,13,REP-01,100,FinTech,11-50
OPP-0330,LD-1224,Discovery,29200.0,0,2024-10-21,,0,15,REP-05,12,E-Commerce,1-10
OPP-0331,LD-1226,Discovery,42300.0,0,2026-03-30,,0,7,REP-04,20,Manufacturing,11-50
OPP-0332,LD-1228,Closed Won,29000.0,0,2024-09-15,2024-10-24,0,13,REP-06,100,SaaS,1-10
OPP-0333,LD-1229,Negotiation,17100.0,0,2025-07-04,,0,17,REP-02,70,E-Commerce,1-10
OPP-0334,LD-1232,Closed Lost,109800.0,0,2025-03-23,2025-07-27,0,30,REP-06,0,SaaS,201-1000
OPP-0335,LD-1233,Negotiation,19800.0,0,2024-12-06,,0,29,REP-04,76,HealthTech,11-50
OPP-0336,LD-1238,Closed Lost,8800.0,0,2026-05-16,2026-05-31,0,14,REP-06,0,FinTech,1-10
OPP-0337,LD-1239,Evaluation,26000.0,0,2024-06-12,,0,8,REP-04,36,FinTech,11-50
OPP-0338,LD-1246,Proposal,68300.0,0,2026-03-29,,0,11,REP-04,58,HealthTech,51-200
OPP-0339,LD-1249,Closed Lost,19200.0,0,2026-05-25,2026-05-31,0,2,REP-02,0,Professional Services,1-10
OPP-0340,LD-1250,Discovery,86100.0,0,2025-06-22,,0,19,REP-07,22,HealthTech,201-1000
OPP-0341,LD-1253,Closed Won,42600.0,0,2025-11-04,2026-04-03,0,2,REP-01,100,SaaS,11-50
OPP-0342,LD-1254,Discovery,81700.0,0,2024-11-27,,0,5,REP-02,18,HealthTech,201-1000
OPP-0343,LD-1255,Negotiation,56100.0,0,2025-11-18,,0,10,REP-04,82,SaaS,51-200
OPP-0344,LD-1263,Discovery,12300.0,0,2026-05-05,,0,21,REP-02,14,SaaS,1-10
OPP-0345,LD-1266,Negotiation,23300.0,0,2026-05-31,,0,44,REP-08,80,SaaS,1-10
OPP-0346,LD-1272,Closed Won,122000.0,0,2024-08-14,2024-11-07,0,11,REP-03,100,E-Commerce,201-1000
OPP-0347,LD-1274,Discovery,148300.0,0,2026-06-03,,0,4,REP-02,15,E-Commerce,201-1000
OPP-0348,LD-1275,Discovery,17600.0,0,2024-08-18,,0,12,REP-03,20,E-Commerce,11-50
OPP-0349,LD-1293,Proposal,111000.0,0,2026-04-20,,0,29,REP-02,55,HealthTech,201-1000
OPP-0350,LD-1299,Evaluation,58500.0,0,2024-06-19,,0,9,REP-06,44,HealthTech,11-50
OPP-0351,LD-1301,Proposal,34300.0,0,2025-06-19,,0,25,REP-04,50,Professional Services,51-200
OPP-0352,LD-1310,Closed Lost,33800.0,0,2025-02-21,2025-07-16,0,1,REP-02,0,SaaS,11-50
OPP-0353,LD-1319,Discovery,16800.0,0,2024-09-30,,0,18,REP-07,18,SaaS,11-50
OPP-0354,LD-1321,Proposal,11200.0,0,2025-09-14,,0,19,REP-06,48,SaaS,1-10
OPP-0355,LD-1324,Proposal,18200.0,0,2025-11-17,,0,28,REP-04,58,Manufacturing,1-10
OPP-0356,LD-1330,Evaluation,22100.0,0,2024-11-11,,0,19,REP-05,25,SaaS,11-50
OPP-0357,LD-1331,Evaluation,71500.0,0,2026-05-01,,0,29,REP-06,33,Professional Services,51-200
OPP-0358,LD-1334,Closed Won,28300.0,0,2025-01-21,2025-01-29,1,12,REP-02,100,SaaS,1-10
OPP-0359,LD-1335,Closed Won,24000.0,0,2026-03-27,2026-05-31,0,5,REP-07,100,FinTech,11-50
OPP-0360,LD-1336,Closed Won,38600.0,0,2024-06-29,2024-09-04,0,9,REP-03,100,FinTech,51-200
OPP-0361,LD-1343,Proposal,159000.0,0,2025-10-29,,0,16,REP-01,45,SaaS,201-1000
OPP-0362,LD-1345,Closed Won,35700.0,0,2026-03-17,2026-05-03,0,7,REP-05,100,HealthTech,11-50
OPP-0363,LD-1348,Closed Lost,100600.0,0,2025-12-24,2026-01-26,0,24,REP-08,0,E-Commerce,51-200
OPP-0364,LD-1349,Closed Lost,54500.0,0,2025-05-07,2025-08-06,0,7,REP-06,0,Manufacturing,51-200
OPP-0365,LD-1351,Closed Lost,135300.0,0,2024-10-30,2025-03-20,0,4,REP-03,0,SaaS,201-1000
OPP-0366,LD-1354,Evaluation,103900.0,0,2025-06-01,,0,20,REP-04,31,FinTech,51-200
OPP-0367,LD-1355,Closed Lost,80600.0,0,2024-06-06,2024-10-09,0,25,REP-05,0,HealthTech,201-1000
OPP-0368,LD-1358,Closed Won,51000.0,0,2024-08-16,2024-11-04,0,3,REP-02,100,HealthTech,11-50
OPP-0369,LD-1359,Closed Won,43400.0,0,2025-06-05,2025-07-14,0,5,REP-07,100,E-Commerce,11-50
OPP-0370,LD-1363,Closed Won,25900.0,0,2025-05-25,2025-08-12,0,10,REP-03,100,E-Commerce,1-10
OPP-0371,LD-1365,Closed Lost,80500.0,0,2025-06-27,2025-12-02,0,15,REP-02,0,FinTech,201-1000
OPP-0372,LD-1367,Proposal,34500.0,0,2026-03-20,,0,20,REP-01,55,E-Commerce,11-50
OPP-0373,LD-1368,Closed Won,75500.0,0,2026-03-06,2026-05-31,0,8,REP-06,100,E-Commerce,201-1000
OPP-0374,LD-1369,Closed Won,175200.0,0,2026-05-24,2026-05-31,0,12,REP-01,100,SaaS,201-1000
OPP-0375,LD-1370,Closed Won,17800.0,0,2025-10-29,2025-11-06,1,13,REP-07,100,HealthTech,11-50
OPP-0376,LD-1373,Closed Won,9400.0,0,2024-11-08,2025-02-23,0,7,REP-08,100,Manufacturing,1-10
OPP-0377,LD-1388,Evaluation,27800.0,0,2024-11-23,,0,19,REP-01,31,Professional Services,1-10
OPP-0378,LD-1391,Proposal,54100.0,0,2025-09-21,,0,12,REP-01,53,SaaS,51-200
OPP-0379,LD-1395,Proposal,41900.0,0,2024-06-23,,0,16,REP-08,48,Manufacturing,11-50
OPP-0380,LD-1396,Closed Won,27900.0,0,2025-08-31,2025-10-21,0,12,REP-01,100,Professional Services,11-50
OPP-0381,LD-1399,Closed Won,81900.0,0,2024-08-31,2024-10-21,0,8,REP-04,100,E-Commerce,51-200
OPP-0382,LD-1400,Closed Lost,12200.0,0,2026-02-20,2026-05-31,0,21,REP-07,0,E-Commerce,1-10
OPP-0383,LD-1401,Closed Won,66700.0,0,2024-06-06,2024-10-25,0,6,REP-02,100,SaaS,51-200
OPP-0384,LD-1402,Negotiation,19700.0,0,2025-12-31,,0,33,REP-06,80,Manufacturing,1-10
OPP-0385,LD-1405,Discovery,56700.0,0,2025-01-18,,0,16,REP-04,22,Professional Services,51-200
OPP-0386,LD-1406,Closed Won,50100.0,0,2024-10-05,2025-01-07,0,8,REP-04,100,Manufacturing,51-200
OPP-0387,LD-1409,Closed Lost,21300.0,0,2025-11-20,2026-04-03,0,29,REP-08,0,HealthTech,11-50
OPP-0388,LD-1410,Closed Won,144700.0,0,2024-10-25,2025-03-30,0,13,REP-06,100,SaaS,201-1000
OPP-0389,LD-1418,Closed Lost,116900.0,0,2025-10-12,2025-11-04,0,5,REP-03,0,Manufacturing,1000+
OPP-0390,LD-1425,Closed Lost,136700.0,0,2025-05-12,2025-07-14,0,7,REP-08,0,SaaS,1000+
OPP-0391,LD-1426,Proposal,57000.0,0,2025-06-23,,0,29,REP-05,54,HealthTech,51-200
OPP-0392,LD-1429,Closed Won,114500.0,0,2025-02-21,2025-05-31,0,6,REP-01,100,Professional Services,201-1000
OPP-0393,LD-1430,Negotiation,86200.0,0,2025-09-07,,0,17,REP-04,66,Manufacturing,51-200
OPP-0394,LD-1433,Proposal,64200.0,0,2024-09-11,,0,25,REP-02,46,Professional Services,51-200
OPP-0395,LD-1435,Evaluation,99700.0,0,2025-09-16,,0,24,REP-06,39,SaaS,51-200
OPP-0396,LD-1438,Evaluation,23000.0,0,2024-06-26,,0,10,REP-07,44,FinTech,1-10
OPP-0397,LD-1443,Evaluation,160600.0,0,2025-04-11,,0,9,REP-01,43,SaaS,201-1000
OPP-0398,LD-1445,Closed Won,204600.0,0,2025-11-22,2025-11-30,1,12,REP-07,100,Professional Services,1000+
OPP-0399,LD-1453,Discovery,41900.0,0,2024-07-03,,0,17,REP-08,16,SaaS,51-200
OPP-0400,LD-1454,Proposal,29500.0,0,2025-11-19,,0,14,REP-08,55,SaaS,1-10
OPP-0401,LD-1459,Negotiation,25300.0,0,2024-09-23,,0,40,REP-06,68,SaaS,1-10
OPP-0402,LD-1468,Proposal,20600.0,0,2026-06-02,,0,8,REP-03,46,FinTech,1-10
OPP-0403,LD-1471,Closed Lost,43200.0,0,2025-06-12,2025-10-02,0,27,REP-02,0,FinTech,51-200
OPP-0404,LD-1478,Proposal,22800.0,0,2025-11-26,,0,7,REP-08,61,Professional Services,11-50
OPP-0405,LD-1480,Discovery,188300.0,0,2025-03-29,,0,15,REP-04,16,HealthTech,1000+
OPP-0406,LD-1484,Closed Lost,33700.0,0,2026-01-26,2026-05-31,0,26,REP-03,0,HealthTech,11-50
OPP-0407,LD-1485,Closed Lost,141100.0,0,2025-08-10,2025-09-26,0,19,REP-06,0,E-Commerce,201-1000
OPP-0408,LD-1487,Closed Won,104700.0,0,2025-06-17,2025-11-19,0,11,REP-06,100,E-Commerce,201-1000
OPP-0409,LD-1494,Closed Won,38100.0,0,2025-06-23,2025-11-23,0,5,REP-07,100,E-Commerce,11-50
OPP-0410,LD-1501,Discovery,12100.0,0,2024-07-09,,0,8,REP-08,17,FinTech,1-10
OPP-0411,LD-1502,Closed Won,22000.0,0,2025-02-06,2025-06-27,0,4,REP-08,100,HealthTech,11-50
OPP-0412,LD-1503,Evaluation,9700.0,0,2024-11-29,,0,10,REP-02,32,SaaS,1-10
OPP-0413,LD-1506,Negotiation,51900.0,0,2025-11-05,,0,16,REP-02,71,HealthTech,11-50
OPP-0414,LD-1509,Discovery,126600.0,0,2026-02-24,,0,7,REP-02,25,E-Commerce,201-1000
OPP-0415,LD-1511,Closed Won,28800.0,0,2025-06-27,2025-07-05,1,11,REP-06,100,Professional Services,1-10
OPP-0416,LD-1514,Evaluation,48700.0,0,2026-02-17,,0,13,REP-05,42,Professional Services,11-50
OPP-0417,LD-1522,Evaluation,49600.0,0,2024-11-02,,0,11,REP-07,39,Manufacturing,11-50
OPP-0418,LD-1529,Discovery,171400.0,0,2024-07-15,,0,16,REP-07,16,Manufacturing,1000+
OPP-0419,LD-1532,Closed Won,157900.0,0,2025-01-13,2025-03-11,0,8,REP-07,100,SaaS,201-1000
OPP-0420,LD-1539,Evaluation,57400.0,0,2024-09-28,,0,13,REP-01,40,SaaS,11-50
OPP-0421,LD-1545,Negotiation,87700.0,0,2024-10-18,,0,33,REP-06,72,FinTech,51-200
OPP-0422,LD-1547,Evaluation,106900.0,0,2026-03-22,,0,13,REP-07,35,HealthTech,1000+
OPP-0423,LD-1548,Closed Won,82100.0,0,2025-08-23,2026-01-20,0,11,REP-08,100,Professional Services,51-200
OPP-0424,LD-1553,Evaluation,20400.0,0,2025-12-30,,0,7,REP-03,28,FinTech,11-50
OPP-0425,LD-1558,Closed Lost,18500.0,0,2025-12-20,2026-04-30,0,18,REP-07,0,Professional Services,11-50
OPP-0426,LD-1560,Evaluation,23200.0,0,2025-06-07,,0,24,REP-04,39,HealthTech,1-10
OPP-0427,LD-1561,Discovery,160200.0,0,2026-02-28,,0,10,REP-02,10,E-Commerce,201-1000
OPP-0428,LD-1564,Evaluation,11500.0,0,2025-09-01,,0,26,REP-03,40,SaaS,1-10
OPP-0429,LD-1565,Discovery,101900.0,0,2025-08-26,,0,10,REP-03,19,Professional Services,1000+
OPP-0430,LD-1568,Proposal,27500.0,0,2024-12-04,,0,21,REP-08,46,HealthTech,1-10
OPP-0431,LD-1570,Evaluation,75900.0,0,2026-06-12,,0,13,REP-02,35,FinTech,201-1000
OPP-0432,LD-1572,Closed Lost,8800.0,0,2026-02-26,2026-05-31,0,18,REP-02,0,SaaS,1-10
OPP-0433,LD-1574,Negotiation,146500.0,0,2025-12-05,,0,36,REP-05,69,HealthTech,201-1000
OPP-0434,LD-1578,Evaluation,97800.0,0,2024-07-04,,0,35,REP-05,34,SaaS,51-200
OPP-0435,LD-1581,Proposal,71200.0,0,2024-06-09,,0,14,REP-05,45,Manufacturing,51-200
OPP-0436,LD-1584,Evaluation,73200.0,0,2026-01-31,,0,20,REP-02,40,E-Commerce,51-200
OPP-0437,LD-1585,Discovery,56900.0,0,2026-05-08,,0,12,REP-04,18,Professional Services,51-200
OPP-0438,LD-1589,Evaluation,25700.0,0,2024-09-22,,0,31,REP-08,32,Manufacturing,11-50
OPP-0439,LD-1591,Discovery,49000.0,0,2025-03-23,,0,21,REP-01,24,Manufacturing,11-50
OPP-0440,LD-1594,Evaluation,26700.0,0,2024-10-23,,0,25,REP-07,38,SaaS,1-10
OPP-0441,LD-1599,Closed Lost,55700.0,0,2025-03-28,2025-05-14,0,25,REP-02,0,Professional Services,51-200
OPP-0442,LD-1603,Closed Won,92900.0,0,2026-01-08,2026-04-24,0,2,REP-02,100,HealthTech,201-1000
OPP-0443,LD-1612,Closed Lost,51400.0,0,2025-08-10,2025-11-30,0,23,REP-08,0,FinTech,51-200
OPP-0444,LD-1613,Evaluation,17300.0,0,2024-06-29,,0,30,REP-03,37,E-Commerce,11-50
OPP-0445,LD-1619,Closed Lost,52500.0,0,2025-09-25,2025-10-16,0,22,REP-05,0,FinTech,51-200
OPP-0446,LD-1620,Proposal,8600.0,0,2026-04-18,,0,20,REP-04,48,Professional Services,1-10
OPP-0447,LD-1622,Discovery,50500.0,0,2025-04-07,,0,20,REP-05,18,SaaS,11-50
OPP-0448,LD-1624,Closed Won,50500.0,0,2025-08-05,2025-09-18,0,10,REP-04,100,Manufacturing,51-200
OPP-0449,LD-1625,Discovery,23200.0,0,2025-11-29,,0,19,REP-04,21,E-Commerce,1-10
OPP-0450,LD-1626,Proposal,73500.0,0,2025-01-07,,0,9,REP-07,64,HealthTech,51-200
OPP-0451,LD-1630,Closed Won,52700.0,0,2024-09-06,2024-12-14,0,10,REP-05,100,SaaS,11-50
OPP-0452,LD-1631,Closed Won,58200.0,0,2025-09-21,2025-11-24,0,7,REP-05,100,SaaS,11-50
OPP-0453,LD-1635,Negotiation,16100.0,0,2024-07-07,,0,40,REP-07,77,E-Commerce,1-10
OPP-0454,LD-1638,Proposal,37100.0,0,2025-01-08,,0,27,REP-04,48,SaaS,51-200
OPP-0455,LD-1639,Discovery,24500.0,0,2025-11-21,,0,19,REP-07,20,Manufacturing,1-10
OPP-0456,LD-1641,Closed Lost,16000.0,0,2026-06-02,2026-05-31,0,7,REP-06,0,SaaS,11-50
OPP-0457,LD-1652,Discovery,25000.0,0,2025-10-12,,0,12,REP-08,11,SaaS,11-50
OPP-0458,LD-1654,Evaluation,17400.0,0,2025-10-20,,0,7,REP-04,31,SaaS,11-50
OPP-0459,LD-1656,Evaluation,27800.0,0,2025-07-08,,0,35,REP-05,44,SaaS,1-10
OPP-0460,LD-1662,Closed Lost,8100.0,0,2026-01-05,2026-05-13,0,8,REP-02,0,Professional Services,1-10
OPP-0461,LD-1664,Closed Won,18800.0,0,2024-07-12,2024-10-08,0,9,REP-01,100,E-Commerce,1-10
OPP-0462,LD-1666,Proposal,63900.0,0,2025-02-13,,0,17,REP-01,61,FinTech,51-200
OPP-0463,LD-1677,Closed Lost,22400.0,0,2026-03-12,2026-04-02,0,28,REP-06,0,FinTech,1-10
OPP-0464,LD-1678,Discovery,53200.0,0,2024-09-11,,0,18,REP-03,24,HealthTech,51-200
OPP-0465,LD-1693,Closed Lost,99900.0,0,2025-10-14,2026-02-18,0,24,REP-03,0,SaaS,51-200
OPP-0466,LD-1707,Discovery,148100.0,0,2024-12-02,,0,15,REP-05,15,FinTech,201-1000
OPP-0467,LD-1709,Proposal,20600.0,1,2025-07-09,,0,8,REP-04,59,FinTech,1-10
OPP-0468,LD-1710,Discovery,58600.0,0,2026-04-06,,0,20,REP-02,21,E-Commerce,51-200
OPP-0469,LD-1711,Closed Lost,95300.0,0,2024-11-21,2025-02-08,0,2,REP-05,0,Manufacturing,51-200
OPP-0470,LD-1714,Closed Lost,90600.0,0,2025-10-01,2026-02-04,0,14,REP-05,0,Manufacturing,51-200
OPP-0471,LD-1721,Negotiation,61900.0,0,2025-06-30,,0,20,REP-02,70,E-Commerce,51-200
OPP-0472,LD-1725,Evaluation,101000.0,0,2026-02-22,,0,18,REP-03,44,Manufacturing,201-1000
OPP-0473,LD-1726,Evaluation,64700.0,0,2025-01-19,,0,35,REP-02,45,Manufacturing,201-1000
OPP-0474,LD-1729,Proposal,69800.0,0,2025-04-08,,0,11,REP-06,47,E-Commerce,201-1000
OPP-0475,LD-1736,Evaluation,98600.0,0,2024-07-10,,0,23,REP-02,41,Professional Services,1000+
OPP-0476,LD-1739,Discovery,62900.0,0,2026-01-04,,0,7,REP-01,17,Manufacturing,201-1000
OPP-0477,LD-1740,Closed Won,21900.0,0,2026-05-31,2026-05-31,0,13,REP-03,100,HealthTech,11-50
OPP-0478,LD-1744,Closed Won,162900.0,0,2024-10-15,2025-02-20,0,11,REP-04,100,HealthTech,201-1000
OPP-0479,LD-1745,Closed Lost,93900.0,0,2025-09-14,2025-12-30,0,13,REP-07,0,SaaS,51-200
OPP-0480,LD-1746,Proposal,26600.0,0,2026-01-21,,0,7,REP-01,59,E-Commerce,1-10
OPP-0481,LD-1747,Proposal,21700.0,0,2025-06-04,,0,8,REP-08,56,SaaS,1-10
OPP-0482,LD-1749,Negotiation,189900.0,0,2025-09-01,,0,14,REP-03,69,FinTech,1000+
OPP-0483,LD-1755,Evaluation,22800.0,1,2025-12-21,,0,18,REP-03,27,HealthTech,1-10
OPP-0484,LD-1757,Closed Won,23400.0,0,2024-11-18,2025-02-28,0,13,REP-01,100,SaaS,1-10
OPP-0485,LD-1763,Closed Won,52400.0,0,2024-11-27,2024-12-31,0,2,REP-03,100,SaaS,51-200
